"ft_barack_obama_pre","ft_barack_obama_post","ft_mitt_romney_pre","ft_mitt_romney_post","ft_joe_biden_pre","ft_joe_biden_post","ft_paul_ryan_pre","ft_paul_ryan_post","ft_gay"
0,NA,0,NA,0,NA,0,NA,NA
85,85,60,60,16,50,NA,50,40
50,80,50,30,50,80,30,30,50
100,100,0,0,0,50,0,50,0
100,100,30,30,85,90,30,50,50
85,95,40,40,70,70,40,40,40
85,NA,50,NA,50,NA,50,NA,NA
80,85,30,40,80,85,30,40,35
85,100,15,15,70,70,15,30,50
40,30,80,85,15,15,70,85,40
90,85,0,15,90,90,0,5,75
70,70,40,0,70,80,30,15,50
100,100,0,0,90,100,0,0,50
60,NA,15,NA,15,NA,30,NA,NA
100,85,0,0,85,70,30,30,70
60,60,60,70,50,50,NA,50,0
70,85,30,30,70,100,15,10,50
70,85,60,70,70,70,70,70,60
100,0,100,100,85,100,85,100,0
30,40,70,70,25,40,70,60,40
85,85,50,85,50,70,50,70,85
85,85,0,15,70,85,30,15,85
85,70,40,30,50,50,60,40,50
100,100,30,30,85,100,30,40,50
80,85,40,50,50,70,NA,NA,50
0,0,100,85,0,0,85,85,15
15,0,70,75,15,0,85,90,0
40,50,60,60,50,50,70,70,0
85,85,0,15,85,85,15,50,70
70,70,40,40,70,85,50,50,40
70,70,70,85,50,60,50,50,30
85,80,49,45,51,50,40,50,50
40,60,40,70,40,60,40,0,0
15,15,85,80,0,15,85,80,30
70,60,0,0,70,60,0,0,50
85,85,30,15,100,85,15,30,85
0,0,50,0,50,50,50,50,60
0,15,70,70,15,15,60,60,50
100,90,15,30,90,90,15,30,90
30,NA,70,NA,30,NA,60,NA,NA
30,30,85,100,0,15,70,100,50
85,85,0,0,85,85,0,0,70
40,NA,40,NA,30,NA,30,NA,NA
45,70,0,0,0,70,0,80,60
100,100,0,0,100,100,0,0,85
70,80,60,30,50,70,30,30,80
80,85,30,30,50,55,40,40,50
50,40,60,70,50,40,NA,50,50
15,30,70,65,0,0,85,70,30
30,40,70,100,30,50,60,60,30
0,0,85,85,0,15,85,NA,50
60,50,70,60,40,40,60,50,60
0,0,70,85,30,50,50,50,0
85,85,40,50,85,70,40,30,50
95,100,0,0,90,95,0,10,99
100,85,0,30,60,50,30,50,50
15,15,85,85,30,10,85,80,50
60,60,40,50,50,60,50,40,85
85,85,15,15,85,85,15,40,50
0,0,85,100,0,0,85,100,20
30,25,70,85,0,1,70,85,15
15,0,70,50,0,0,85,100,60
85,70,40,60,70,70,60,50,60
0,0,100,85,15,50,85,15,15
70,80,50,50,60,60,15,40,15
96,95,22,23,98,90,60,55,66
0,0,100,85,0,0,100,85,50
99,100,1,15,75,85,1,0,80
60,70,40,50,50,60,70,85,30
85,100,30,60,100,100,15,15,50
60,60,75,75,30,0,90,75,50
90,85,15,0,85,85,10,0,80
50,60,50,50,50,50,51,60,50
100,100,40,30,100,85,40,40,40
0,NA,85,NA,0,NA,100,NA,NA
85,95,40,45,100,95,30,30,30
85,85,60,60,NA,60,NA,70,40
60,70,15,15,40,40,50,30,40
60,60,50,50,60,60,60,60,60
15,5,70,85,40,60,60,80,50
70,79,50,60,50,60,40,60,70
100,85,15,15,85,85,0,50,70
15,30,70,70,15,30,85,85,15
100,100,30,10,100,100,30,65,85
100,100,15,50,100,100,10,50,20
80,85,65,60,80,80,50,80,50
85,70,15,15,70,60,0,15,60
50,15,70,100,50,15,60,85,15
70,70,100,85,40,40,85,85,30
40,30,70,70,55,30,50,65,50
100,90,0,0,85,80,15,30,95
0,0,30,70,0,0,80,50,0
100,100,15,40,85,100,15,30,85
100,100,30,50,85,100,15,30,50
85,NA,15,NA,70,NA,0,NA,NA
100,100,0,0,100,100,0,0,85
100,100,30,50,100,50,40,60,50
60,30,85,70,40,30,60,60,50
100,100,15,50,50,50,50,30,0
90,85,20,25,90,85,15,45,85
85,95,50,80,50,97,50,80,0
40,50,60,55,30,30,70,60,60
50,NA,90,NA,15,NA,75,NA,NA
30,40,70,60,30,30,60,15,40
15,15,60,50,40,30,40,40,50
0,30,80,50,15,25,100,90,50
85,90,30,35,70,85,15,20,70
0,0,85,90,0,0,90,100,15
40,40,85,70,50,50,60,70,85
0,0,100,100,0,0,100,100,0
85,100,0,0,85,85,15,0,50
70,100,15,50,85,85,0,15,0
85,85,30,30,85,85,0,0,100
NA,NA,NA,NA,NA,100,NA,0,100
15,85,85,60,0,70,85,70,0
15,50,15,50,15,50,15,50,50
100,100,85,85,95,80,85,77,0
85,85,15,30,85,70,30,30,85
15,15,85,70,50,30,100,80,0
35,40,80,85,15,50,70,70,100
100,90,0,0,100,80,0,0,0
85,85,50,40,85,75,50,50,50
65,40,50,40,NA,60,75,95,40
100,NA,30,NA,85,NA,15,NA,NA
85,85,15,60,70,70,85,85,85
15,15,85,70,10,0,90,70,40
60,60,45,45,45,45,50,35,60
50,50,60,50,50,50,60,50,50
100,100,0,15,85,15,0,15,90
0,NA,70,NA,0,NA,70,NA,NA
50,50,50,50,50,50,50,50,50
95,100,40,70,85,85,60,50,85
100,100,0,15,90,100,0,15,60
40,NA,30,NA,15,NA,15,NA,NA
50,50,50,50,50,50,50,50,50
100,NA,0,NA,15,NA,85,NA,NA
15,15,85,60,0,15,70,50,50
15,15,70,60,40,50,40,50,50
85,83,45,40,85,80,30,40,75
70,70,0,40,49,45,30,45,50
40,30,70,70,15,15,60,60,0
0,0,70,70,NA,50,NA,50,100
40,35,85,75,55,55,75,75,50
0,0,85,70,0,0,85,70,50
15,30,60,70,0,30,50,50,40
60,15,0,0,70,NA,0,NA,50
50,60,85,80,40,60,70,60,50
100,90,15,0,60,75,15,55,100
50,50,45,50,5,50,5,40,50
70,60,60,60,70,60,60,60,70
70,40,40,30,60,50,70,55,75
85,85,30,40,85,70,15,15,70
85,85,15,0,50,80,0,0,100
0,0,60,60,50,0,50,60,50
0,0,80,90,35,0,80,95,15
85,85,15,15,65,75,15,10,85
50,50,50,50,50,50,50,50,50
10,15,65,60,5,0,75,70,0
100,100,50,50,50,85,50,0,50
0,0,70,95,0,0,85,100,50
0,0,80,85,0,0,100,100,100
100,NA,0,NA,100,NA,100,NA,NA
80,75,60,40,70,65,15,30,65
15,0,85,70,0,0,100,85,50
4,5,94,100,2,2,92,95,10
50,40,50,40,50,40,50,40,60
70,70,50,50,50,70,30,50,60
85,100,0,0,85,100,0,0,85
0,0,0,0,0,50,NA,0,50
30,NA,70,NA,40,NA,80,NA,NA
0,0,50,60,0,15,70,85,30
85,85,0,15,85,85,0,0,50
100,100,0,15,100,70,0,15,50
0,0,85,85,0,15,70,65,50
70,85,70,30,70,80,70,30,0
40,70,70,50,50,70,50,40,40
100,NA,50,NA,50,NA,50,NA,NA
0,0,100,100,0,0,100,100,7
60,60,30,50,40,50,30,50,50
85,100,60,85,70,85,50,50,50
100,100,0,0,100,100,0,0,70
0,15,75,70,10,40,90,90,60
15,15,70,70,50,50,50,50,15
0,0,100,100,0,0,100,100,0
0,0,85,100,0,30,85,85,0
15,NA,92,NA,0,NA,85,NA,NA
85,NA,15,NA,85,NA,0,NA,NA
0,15,80,85,0,0,90,85,0
70,85,60,70,70,85,70,85,100
5,25,75,75,15,40,75,80,25
30,0,85,85,30,60,70,80,70
70,85,30,40,70,85,50,60,50
40,40,50,30,0,50,50,50,15
0,15,85,70,0,50,85,60,0
100,85,0,0,85,85,15,0,100
85,85,50,50,85,85,15,50,100
15,15,75,75,10,15,70,65,50
80,100,0,0,75,70,50,50,100
50,60,50,40,60,60,40,40,50
50,70,40,70,50,70,50,70,70
60,NA,60,NA,40,NA,70,NA,NA
0,0,75,70,10,50,95,90,50
0,15,0,0,0,0,0,0,0
60,70,40,50,50,0,30,70,50
80,90,0,30,80,85,30,20,50
0,15,85,85,15,30,85,70,15
0,0,90,85,0,0,95,90,0
60,NA,30,NA,40,NA,30,NA,NA
0,0,85,85,0,0,85,100,0
85,100,0,15,70,70,0,30,100
85,85,15,0,50,60,30,0,50
15,NA,70,NA,30,NA,85,NA,NA
100,100,0,0,100,100,0,0,50
100,100,15,15,85,85,0,0,100
15,50,70,50,0,50,50,20,50
0,NA,100,NA,0,NA,100,NA,NA
70,30,60,85,60,NA,70,NA,0
0,NA,70,NA,0,NA,50,NA,NA
0,15,85,85,0,0,85,85,50
85,85,30,40,85,70,15,75,50
100,100,0,0,85,90,0,0,90
30,0,70,70,15,0,70,70,30
85,100,40,40,85,85,40,40,50
100,100,0,0,85,80,15,40,70
50,60,30,30,50,50,NA,50,50
100,100,40,60,100,100,40,60,60
100,100,60,70,100,100,60,70,70
100,100,0,0,100,100,15,0,15
65,40,70,60,40,45,75,50,50
60,70,60,70,50,70,85,85,100
85,NA,40,NA,85,NA,85,NA,NA
50,40,60,50,50,50,50,50,100
85,100,30,0,50,60,40,40,15
0,0,70,70,0,0,100,100,30
100,100,0,0,100,100,0,0,50
70,80,15,0,50,60,50,10,80
0,0,0,0,5,15,0,0,50
70,85,60,85,60,70,60,60,70
0,0,90,90,0,0,90,100,0
85,100,0,0,70,100,0,0,50
85,55,50,50,50,45,40,45,12
50,70,50,50,50,70,40,30,20
70,70,30,40,85,80,30,15,80
100,100,15,30,100,100,60,50,100
50,40,40,70,15,15,60,60,15
50,50,50,50,50,50,50,50,50
60,60,60,70,0,0,0,0,0
85,NA,0,NA,85,NA,0,NA,NA
50,10,NA,0,50,15,0,0,0
0,100,60,30,0,85,60,70,60
60,NA,0,NA,70,NA,0,NA,NA
75,85,0,15,65,65,15,30,80
50,60,60,60,40,40,50,50,50
70,90,5,0,95,100,0,0,50
15,0,85,100,30,15,70,70,50
70,100,40,50,60,85,60,60,85
90,85,35,25,92,80,35,30,75
60,50,30,0,50,30,30,40,30
0,0,85,85,0,0,85,85,0
30,30,30,40,30,30,50,50,85
30,0,70,60,15,15,70,60,0
50,60,50,15,40,50,40,40,0
85,100,0,0,85,100,0,0,100
50,50,50,40,40,50,40,40,50
100,90,30,55,100,69,30,50,50
99,90,50,53,99,90,40,40,30
15,15,85,85,30,15,70,70,30
15,15,70,85,30,30,80,30,15
80,70,15,35,70,50,0,15,50
60,50,40,50,40,50,50,50,50
70,70,15,30,60,85,0,0,60
90,95,5,3,80,90,0,0,50
85,85,30,40,50,60,50,50,50
100,100,0,0,100,100,0,0,70
30,30,100,85,0,15,100,85,50
5,60,5,0,5,60,0,0,50
100,100,10,0,95,100,5,0,100
55,50,15,40,50,50,50,30,0
50,70,50,60,NA,70,NA,60,20
100,85,0,0,100,95,0,0,60
70,85,40,50,60,60,50,50,85
100,100,0,0,100,100,0,NA,70
70,NA,60,NA,85,NA,40,NA,NA
60,50,85,85,50,50,50,30,20
0,0,90,70,0,0,90,80,50
75,85,40,40,75,70,30,50,60
0,0,100,60,0,0,85,60,0
40,30,85,70,20,20,70,40,50
20,15,95,95,29,10,92,88,60
30,30,60,60,0,0,70,70,0
NA,NA,85,85,30,50,30,0,50
60,40,70,60,60,60,40,50,50
90,100,0,50,90,90,0,50,70
15,15,70,70,15,15,60,50,0
60,70,30,40,60,70,15,30,60
40,40,40,40,50,50,50,50,50
85,100,0,15,85,85,0,0,70
50,NA,40,NA,50,NA,NA,NA,NA
100,100,60,60,85,85,40,40,50
70,85,15,30,70,85,0,30,85
50,50,15,30,50,50,50,50,50
60,60,30,0,50,50,30,30,60
60,60,10,15,50,60,30,40,70
15,15,70,60,0,0,60,40,85
0,15,85,70,15,30,100,85,15
20,15,70,70,40,40,85,55,40
60,60,50,40,70,70,40,60,100
40,50,30,50,15,50,15,50,50
100,NA,30,NA,30,NA,30,NA,NA
30,30,0,60,50,60,0,15,50
70,85,15,0,70,50,30,15,50
90,90,30,30,85,85,0,0,80
100,100,0,0,15,0,50,0,50
80,84,45,47,50,60,60,63,60
85,100,30,15,75,85,15,0,0
100,100,0,40,0,100,0,0,50
30,40,75,70,30,65,60,75,50
0,15,85,90,70,0,100,100,70
100,100,100,30,NA,NA,NA,NA,70
30,30,50,50,40,50,50,50,40
40,40,70,70,0,40,85,85,50
30,30,70,60,15,15,85,60,50
100,100,50,15,100,100,15,0,85
35,50,75,80,15,30,60,60,40
15,25,60,50,30,45,40,40,NA
100,100,0,0,100,100,0,0,100
15,50,50,15,50,40,50,15,65
40,NA,50,NA,NA,NA,NA,NA,NA
85,80,70,70,60,65,50,60,50
70,70,0,0,60,40,0,0,70
70,85,30,30,70,60,30,15,70
15,15,40,30,0,30,50,60,15
0,0,30,50,0,0,50,70,50
88,95,35,30,79,85,10,15,70
60,100,30,30,60,85,40,0,60
60,60,70,70,40,50,60,50,50
100,100,0,0,90,100,0,0,50
50,NA,50,NA,30,NA,30,NA,NA
99,100,1,10,95,95,0,5,80
70,85,30,50,50,30,40,0,60
85,100,50,0,85,100,0,0,50
100,100,0,0,100,100,0,0,100
70,85,50,50,50,70,50,70,50
85,100,40,50,70,85,0,0,70
0,0,60,0,0,30,85,60,56
60,50,50,50,50,50,50,50,50
100,100,0,0,70,70,0,0,50
0,15,85,85,0,0,85,60,30
60,60,40,30,60,50,30,30,70
70,85,0,0,85,85,0,0,85
50,85,90,85,0,60,85,85,50
100,85,10,15,100,90,0,15,80
80,85,35,60,65,80,35,60,60
7,3,88,88,3,30,96,80,50
70,85,30,40,60,70,15,15,50
90,100,0,0,90,90,0,0,0
40,65,70,60,30,40,70,75,75
70,85,0,50,85,85,50,50,85
100,100,0,0,100,100,0,0,50
15,40,60,60,15,40,50,60,60
85,100,40,50,75,85,0,50,0
30,NA,15,NA,15,NA,15,NA,NA
0,0,85,60,40,40,70,50,0
0,0,70,30,1,1,90,80,22
50,60,55,55,50,70,45,50,50
70,85,0,15,60,60,40,50,15
100,100,50,15,85,90,50,15,40
40,40,80,85,30,12,75,85,0
15,15,60,70,70,70,50,60,50
85,85,50,30,50,70,30,65,50
100,100,0,0,100,100,0,0,100
70,70,0,50,60,60,30,50,70
100,100,0,15,100,100,0,0,40
35,NA,45,NA,70,NA,65,NA,NA
60,85,50,50,60,60,50,50,85
30,30,100,100,50,50,70,85,50
60,40,30,60,40,50,40,50,0
100,85,0,40,85,85,40,40,70
30,40,40,40,40,30,50,85,50
0,0,75,60,50,30,75,50,30
85,85,0,0,85,85,0,0,85
30,40,85,85,40,60,85,80,50
70,85,0,15,50,60,15,30,40
0,0,90,90,0,0,90,90,0
15,0,85,80,40,15,85,90,50
85,85,40,15,85,85,40,30,50
85,70,0,0,85,85,0,0,70
100,85,0,30,100,85,0,15,40
100,100,30,15,85,100,50,50,85
30,40,70,70,40,40,70,60,50
100,90,0,30,85,90,45,40,0
0,100,0,100,0,100,0,100,100
100,85,15,15,85,85,15,30,0
0,0,85,50,0,0,85,50,100
0,0,85,85,0,50,85,50,50
0,0,85,85,15,15,85,85,40
85,85,15,0,100,100,0,5,50
85,NA,0,NA,70,NA,0,NA,NA
100,100,0,0,95,100,0,50,100
0,NA,85,NA,0,NA,85,NA,NA
100,100,30,15,100,100,60,60,100
50,70,60,85,60,85,60,70,50
70,85,40,40,60,50,30,50,50
15,15,85,85,0,15,70,85,50
0,0,70,50,0,50,70,50,100
40,40,50,60,40,40,50,60,50
100,100,50,60,100,100,50,50,60
0,15,70,85,0,0,85,100,15
40,60,60,40,50,60,30,60,50
60,70,40,70,70,60,50,40,0
60,85,40,50,65,50,50,40,50
85,100,20,0,50,70,0,60,100
100,100,0,0,100,80,50,50,50
70,89,0,0,60,50,30,50,50
60,60,50,30,50,50,0,30,70
15,0,85,85,0,0,70,85,85
45,55,60,68,15,15,50,60,50
60,70,30,10,60,70,0,0,50
60,60,60,60,60,60,60,60,50
40,100,40,85,50,70,50,70,40
30,NA,80,NA,0,NA,85,NA,NA
30,0,70,100,0,0,100,100,0
30,30,90,100,30,15,75,90,100
0,15,85,85,15,25,90,80,10
100,100,0,0,40,90,0,60,100
30,40,0,30,30,40,0,30,50
100,100,15,0,100,100,0,5,95
0,0,100,85,40,40,100,85,30
85,85,50,70,85,85,0,60,50
50,NA,50,NA,50,NA,50,NA,NA
15,30,85,85,0,30,70,70,50
85,70,15,0,85,70,0,0,60
40,NA,85,NA,40,NA,70,NA,NA
0,0,85,85,0,0,100,85,30
0,0,70,70,0,0,60,60,60
100,100,50,15,85,100,50,50,100
15,22,0,1,0,2,0,3,22
0,NA,70,NA,0,NA,70,NA,NA
15,30,60,70,40,60,85,85,40
60,60,40,40,50,60,30,30,85
0,NA,70,NA,0,NA,85,NA,NA
40,75,85,90,30,90,100,100,50
75,60,60,25,80,80,40,5,45
40,60,60,60,40,40,70,90,50
40,40,0,0,50,70,0,0,50
40,80,80,85,25,35,80,90,80
30,50,85,100,40,50,85,100,0
96,90,59,2,93,92,77,60,85
100,NA,50,NA,80,NA,60,NA,NA
70,85,30,40,60,85,50,15,85
40,70,85,85,40,40,70,60,85
0,0,85,100,0,0,85,85,0
60,65,40,45,60,70,30,40,40
100,85,0,15,100,85,0,15,0
45,55,70,75,30,40,60,60,60
60,70,50,60,60,40,30,40,50
40,30,60,50,50,0,60,50,50
60,NA,20,NA,30,NA,40,NA,NA
30,NA,85,NA,30,NA,60,NA,NA
50,75,30,30,30,50,60,50,50
60,70,85,70,50,70,60,70,50
40,30,40,30,40,15,40,30,50
70,75,45,35,30,40,40,35,70
15,15,85,90,10,5,90,95,15
85,85,40,30,70,70,60,60,70
60,85,40,0,50,50,50,50,50
65,NA,15,NA,60,NA,5,NA,NA
30,NA,70,NA,15,NA,50,NA,NA
15,50,85,85,0,0,85,85,40
40,40,70,70,60,70,70,70,50
85,70,15,0,60,15,15,0,80
50,70,70,85,50,85,70,100,100
70,70,40,50,0,60,50,65,40
90,100,15,40,50,70,30,50,50
100,100,15,0,85,90,15,0,100
40,30,60,60,30,30,50,40,85
100,100,50,0,85,85,40,30,50
85,NA,15,NA,70,NA,30,NA,NA
85,75,0,40,85,75,0,40,75
100,100,40,40,100,75,50,40,50
70,70,15,40,60,50,30,30,50
100,85,30,40,70,70,15,15,100
70,55,30,45,85,65,0,0,85
85,75,30,5,70,75,0,20,0
0,0,70,85,0,15,70,100,0
15,30,85,90,15,0,70,75,85
70,NA,40,NA,50,NA,50,NA,NA
30,40,60,70,40,50,50,60,15
0,0,70,85,0,0,70,85,0
60,40,80,60,20,50,90,45,0
0,15,100,100,0,0,100,100,0
0,10,90,85,0,30,85,85,80
60,60,40,13,70,45,0,0,100
30,0,70,70,40,0,60,15,85
85,100,70,0,60,60,60,70,50
40,75,40,65,60,75,40,65,50
0,0,0,0,0,0,50,50,85
60,40,15,0,50,40,60,40,100
15,0,85,85,50,30,85,85,50
70,85,40,40,70,85,40,40,60
0,10,75,90,0,30,85,85,0
85,85,15,60,50,NA,50,NA,50
85,80,50,70,NA,75,NA,75,70
0,0,85,95,0,0,85,75,75
0,30,85,70,30,30,85,100,50
0,0,70,80,0,0,50,60,100
100,89,0,30,85,45,60,44,100
100,100,15,30,70,70,50,NA,80
0,0,85,85,30,30,70,100,15
0,0,80,90,50,50,50,50,0
0,0,85,100,0,40,100,50,50
75,85,30,25,70,70,15,10,75
50,60,40,40,15,50,15,50,50
30,50,60,60,30,50,60,60,100
100,70,0,40,0,60,0,60,85
30,60,70,70,15,50,70,85,70
95,95,10,30,80,80,35,15,95
0,1,75,75,10,30,90,85,50
15,15,100,100,0,0,100,100,85
15,85,15,0,15,70,15,50,80
15,0,85,85,0,0,100,90,65
0,NA,85,NA,15,NA,85,NA,NA
70,70,40,50,60,50,50,60,85
70,60,30,60,50,50,15,40,70
60,40,80,85,50,60,70,80,50
32,NA,65,NA,0,NA,80,NA,NA
85,70,15,15,85,70,0,0,100
85,90,15,15,70,85,15,NA,90
85,70,15,15,50,50,60,50,50
0,0,100,90,0,0,100,70,10
85,85,60,60,30,60,50,50,50
60,87,30,60,55,95,30,40,50
70,NA,40,NA,60,NA,35,NA,NA
40,60,50,70,0,50,50,50,50
85,85,40,40,75,60,30,40,50
95,NA,0,NA,95,NA,0,NA,NA
0,45,90,65,30,35,85,50,15
85,100,0,0,60,70,0,85,50
100,100,50,0,50,60,50,30,80
100,NA,0,NA,100,NA,0,NA,NA
70,75,30,15,70,77,20,5,99
65,60,0,30,60,65,0,15,80
30,60,60,70,0,0,50,70,40
70,70,40,30,70,70,30,40,70
15,40,60,60,50,40,50,40,15
80,NA,75,NA,78,NA,NA,NA,NA
100,NA,0,NA,90,NA,16,NA,NA
85,50,40,50,60,50,60,50,50
0,0,60,85,0,0,85,85,30
100,85,15,50,85,85,30,30,60
60,40,80,80,15,15,80,80,70
70,30,40,60,50,60,50,50,40
100,NA,0,NA,100,NA,0,NA,NA
30,30,100,70,0,15,100,70,40
100,100,0,0,50,70,0,40,0
0,0,85,70,0,0,70,70,50
10,15,0,15,20,40,10,30,85
85,100,50,30,85,85,15,50,85
60,85,50,40,50,60,50,60,60
50,60,50,50,50,50,50,50,50
0,0,100,100,50,50,85,50,100
15,15,70,60,40,30,70,70,40
70,85,15,20,60,70,15,20,60
70,60,40,15,30,40,40,50,50
100,100,0,50,50,50,50,50,50
0,0,100,100,0,60,100,70,50
60,70,40,15,70,70,30,15,85
100,100,0,15,100,85,0,15,80
90,70,15,0,50,50,0,0,70
85,50,0,0,50,50,15,0,0
70,100,0,40,60,70,40,40,100
30,35,70,60,30,15,85,70,50
70,70,30,40,85,100,15,15,50
70,80,40,45,75,80,30,30,100
100,100,0,0,85,90,0,0,50
100,100,0,0,85,100,0,0,60
100,NA,50,NA,60,NA,50,NA,NA
80,70,15,30,85,70,15,40,70
0,0,100,100,0,0,85,100,0
100,85,0,15,100,85,0,15,50
80,80,60,70,30,20,30,15,100
0,0,85,85,15,15,85,85,0
15,20,40,60,30,30,50,65,65
0,0,85,100,0,0,85,100,0
85,80,0,0,60,70,30,15,60
40,40,70,60,0,0,70,15,0
15,15,100,100,0,15,100,100,50
100,100,0,0,50,50,50,50,100
40,40,85,100,40,40,70,85,50
85,100,40,40,85,100,15,30,70
0,0,100,100,0,0,85,100,30
60,60,0,40,60,60,0,50,40
100,NA,50,NA,100,NA,50,NA,NA
0,0,100,85,0,0,100,85,50
30,60,100,100,15,0,100,100,50
0,0,85,85,0,0,85,90,0
0,NA,70,NA,0,NA,60,NA,NA
70,70,50,60,60,65,60,60,60
70,70,0,0,60,60,50,0,50
30,30,40,40,15,15,30,40,85
15,30,40,60,15,15,70,70,40
75,70,0,15,70,75,0,0,65
15,30,50,60,0,30,50,60,50
15,30,85,75,30,30,70,80,0
100,100,0,0,60,60,15,0,50
85,90,0,0,70,80,0,5,100
15,30,90,85,0,15,85,60,60
85,NA,60,NA,50,NA,0,NA,NA
100,100,0,0,0,100,0,0,100
90,85,15,15,85,85,0,15,85
85,70,15,15,70,60,15,15,50
95,85,0,100,100,100,1,0,70
100,100,100,30,100,0,0,0,40
85,80,0,0,100,0,0,0,100
100,100,0,50,50,70,15,50,85
30,40,30,40,15,0,50,50,40
100,100,0,0,100,100,0,0,50
1,NA,0,NA,100,NA,0,NA,NA
0,0,70,70,0,30,70,70,60
70,70,0,0,70,85,0,0,100
85,85,60,50,85,85,60,50,50
85,40,65,80,60,50,55,70,50
85,100,0,0,50,50,50,50,100
70,60,0,0,85,60,0,0,30
70,60,50,50,50,50,50,50,100
85,80,20,50,85,85,30,40,70
15,15,85,60,0,0,85,50,85
30,60,60,60,60,70,60,50,85
100,100,50,15,100,60,50,40,85
85,70,40,40,60,60,40,50,50
100,100,0,0,85,85,0,40,50
15,60,70,70,0,0,60,50,50
85,70,30,30,50,50,50,50,50
85,85,30,40,60,70,30,40,60
70,70,15,15,60,70,0,0,50
30,NA,70,NA,15,NA,85,NA,NA
100,100,30,50,50,50,50,50,50
30,0,60,60,60,50,60,60,100
100,100,0,0,100,100,0,0,100
85,80,50,40,70,40,40,70,15
0,0,7,65,0,0,100,75,50
85,95,30,15,50,70,15,15,80
70,70,50,60,85,75,70,75,0
90,85,30,15,85,85,15,15,70
60,85,15,10,50,80,30,20,45
30,15,60,15,15,0,60,30,50
70,85,40,40,50,70,NA,50,60
15,0,70,NA,15,NA,70,NA,NA
100,100,100,0,100,100,0,0,100
85,100,30,30,70,70,50,50,50
70,100,0,0,70,60,40,0,100
100,NA,85,NA,85,NA,70,NA,NA
0,30,100,95,0,0,85,98,95
40,30,30,15,50,40,30,15,15
0,60,0,70,0,40,0,40,50
30,15,50,30,40,30,50,30,50
30,85,60,60,NA,50,NA,40,15
100,85,0,50,50,70,50,NA,50
70,95,15,2,60,90,0,5,50
70,70,0,0,50,30,50,30,90
85,85,60,50,60,70,40,40,85
85,85,50,15,50,30,0,15,100
100,100,0,30,50,50,50,50,100
100,100,0,0,85,100,0,0,80
85,85,15,0,85,85,15,0,50
40,50,100,50,0,0,100,100,40
100,85,0,15,85,70,15,40,50
85,50,40,40,70,50,50,15,50
70,85,30,40,60,50,30,40,50
0,0,100,85,30,15,95,70,0
15,50,60,50,0,50,40,50,50
100,NA,0,NA,85,NA,0,NA,NA
30,25,85,85,15,15,80,80,15
0,0,85,85,0,15,85,100,60
85,NA,15,NA,70,NA,0,NA,NA
60,NA,50,NA,50,NA,50,NA,NA
70,85,60,70,70,85,40,40,70
78,85,0,20,63,75,0,25,50
70,85,30,40,70,70,60,60,50
100,NA,40,NA,85,NA,30,NA,NA
100,100,0,0,100,100,0,0,60
0,0,100,100,0,0,100,100,30
0,0,70,70,0,0,85,85,0
15,30,85,70,15,15,85,80,100
70,85,30,30,70,70,15,40,100
100,100,0,10,50,70,0,5,60
0,15,90,100,0,50,80,80,0
85,85,30,30,70,85,15,30,50
15,0,40,70,30,40,60,50,70
100,100,0,0,85,100,0,0,40
85,15,0,NA,50,70,30,70,30
85,95,50,85,50,80,60,90,30
100,70,15,40,85,50,40,60,50
